"work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_location","company_size"
2023,"SE","FT","Data Scientist",275500,"USD",275500,"US",0,"US","M"
2024,"MI","FT","Data Analyst",92000,"USD",92000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",51962,"USD",51962,"US",100,"US","M"
2024,"MI","FT","Data Analytics Manager",178250,"USD",178250,"US",100,"US","M"
2024,"MI","FT","Data Analyst",48067,"USD",48067,"US",100,"US","M"
2024,"SE","FT","Data Science",324100,"USD",324100,"US",0,"US","L"
2023,"SE","FT","Analytics Engineer",145000,"USD",145000,"US",0,"US","M"
2024,"MI","FT","Data Scientist",42507,"GBP",53133,"GB",0,"GB","M"
2023,"SE","FT","Data Analyst",75000,"USD",75000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",295000,"USD",295000,"US",0,"US","M"
2023,"MI","FT","Data Analyst",75000,"GBP",92280,"GB",0,"GB","M"
2023,"EN","FT","Data Analyst",60000,"GBP",73824,"GB",0,"GB","M"
2023,"MI","FT","Data Manager",73500,"USD",73500,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",240500,"USD",240500,"US",0,"US","M"
2023,"SE","FT","Data Analyst",140000,"USD",140000,"US",100,"US","M"
2024,"SE","FT","Machine Learning Engineer",142000,"USD",142000,"US",0,"US","M"
2024,"MI","FT","Analytics Engineer",80000,"USD",80000,"US",0,"US","M"
2024,"MI","FT","Data Scientist",166000,"USD",166000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",65000,"USD",65000,"US",100,"US","M"
2023,"SE","FT","Data Architect",200000,"USD",200000,"US",100,"US","M"
2024,"EN","FT","Machine Learning Engineer",70000,"USD",70000,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",112500,"USD",112500,"US",0,"US","M"
2023,"SE","FT","Data Analyst",67000,"USD",67000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",146000,"USD",146000,"US",100,"US","M"
2023,"EX","FT","Data Engineer",220000,"USD",220000,"US",0,"US","M"
2024,"EN","FT","Data Analyst",85000,"USD",85000,"US",0,"US","M"
2024,"EN","FT","Data Analyst",26800,"GBP",33500,"GB",0,"GB","M"
2024,"EX","FT","Data Scientist",181900,"USD",181900,"US",0,"US","M"
2024,"SE","FT","Data Scientist",253430,"USD",253430,"US",0,"US","M"
2024,"SE","FT","Business Intelligence Engineer",79600,"USD",79600,"US",0,"US","L"
2022,"SE","FT","Principal Data Architect",3000000,"INR",38154,"IN",100,"IN","L"
2023,"SE","FT","Data Engineer",160000,"USD",160000,"US",100,"US","M"
2023,"SE","FT","Data Manager",68000,"USD",68000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",104000,"USD",104000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",182000,"USD",182000,"US",100,"US","M"
2024,"MI","FT","Data Analyst",110000,"USD",110000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",275300,"USD",275300,"US",100,"US","M"
2024,"EN","FT","Data Analyst",75000,"USD",75000,"US",0,"US","M"
2022,"SE","FT","Research Engineer",150000,"USD",150000,"US",0,"US","M"
2022,"SE","FT","Data Engineer",132000,"USD",132000,"US",100,"US","M"
2023,"SE","FT","Business Intelligence Engineer",241300,"USD",241300,"US",0,"US","L"
2023,"SE","FT","Data Scientist",104000,"USD",104000,"US",100,"US","M"
2024,"MI","FT","Data Developer",110000,"USD",110000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",204000,"USD",204000,"US",100,"US","M"
2024,"SE","FT","Research Analyst",212000,"USD",212000,"US",0,"US","M"
2023,"EN","PT","Data Scientist",133000,"USD",133000,"US",0,"US","M"
2022,"SE","FT","Machine Learning Engineer",145000,"USD",145000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",150000,"USD",150000,"US",0,"US","M"
2024,"SE","FT","Data Analyst",106260,"USD",106260,"US",0,"US","M"
2022,"SE","FT","Data Management Specialist",65000,"EUR",68293,"IT",0,"IT","L"
2023,"SE","FT","Machine Learning Engineer",212000,"USD",212000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",140000,"USD",140000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",300000,"USD",300000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",206000,"USD",206000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",186000,"USD",186000,"US",0,"US","M"
2024,"MI","FT","Applied Scientist",222200,"USD",222200,"US",0,"US","L"
2022,"SE","FT","Data Analyst",105000,"USD",105000,"US",100,"US","M"
2023,"MI","FT","Data Engineer",65000,"EUR",70179,"FR",100,"FR","M"
2023,"SE","FT","Data Engineer",166364,"USD",166364,"US",0,"US","M"
2023,"SE","FT","Data Scientist",123000,"USD",123000,"US",0,"US","M"
2024,"EN","FT","Data Analyst",82000,"USD",82000,"US",100,"US","M"
2024,"SE","FT","Data Scientist",187165,"USD",187165,"CA",0,"CA","M"
2022,"SE","FT","Data Scientist",185900,"USD",185900,"US",0,"US","M"
2023,"EN","FT","BI Developer",57000,"USD",57000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",225000,"USD",225000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",132000,"USD",132000,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",216000,"USD",216000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",100000,"USD",100000,"US",0,"US","M"
2023,"SE","FT","Research Scientist",124100,"USD",124100,"US",0,"US","L"
2023,"SE","FT","Data Analyst",89100,"USD",89100,"US",100,"US","M"
2024,"SE","FT","Data Engineer",99000,"USD",99000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",166000,"USD",166000,"GB",0,"GB","M"
2024,"SE","FT","Machine Learning Engineer",149800,"USD",149800,"US",100,"US","M"
2022,"SE","FT","Data Analyst",150000,"USD",150000,"US",100,"US","M"
2024,"MI","FT","Data Engineer",187000,"USD",187000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",266400,"USD",266400,"US",0,"US","M"
2024,"EN","FT","Data Analyst",65000,"USD",65000,"US",100,"US","M"
2022,"SE","FT","Data Engineer",115000,"USD",115000,"US",0,"US","M"
2023,"EN","FT","Data Engineer",92700,"USD",92700,"US",100,"US","M"
2023,"SE","FT","Data Analyst",82500,"USD",82500,"US",0,"US","M"
2024,"MI","FT","Data Operations Associate",50000,"EUR",55555,"DE",0,"DE","M"
2023,"MI","FT","Data Analyst",85000,"USD",85000,"US",0,"US","M"
2024,"MI","FT","Data Engineer",133000,"USD",133000,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",175000,"USD",175000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",120000,"USD",120000,"US",0,"US","M"
2021,"MI","FT","BI Data Analyst",100000,"USD",100000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",106500,"USD",106500,"US",0,"US","M"
2022,"SE","FT","Data Analyst",115000,"USD",115000,"US",100,"US","M"
2024,"SE","FT","Business Intelligence Engineer",185000,"USD",185000,"US",0,"US","L"
2023,"MI","FT","Data Analyst",60000,"GBP",73824,"GB",0,"GB","M"
2023,"SE","FT","Machine Learning Engineer",214500,"USD",214500,"US",0,"US","M"
2024,"SE","FT","Data Engineer",65000,"GBP",81250,"GB",0,"GB","M"
2023,"SE","FT","Analytics Engineer",213600,"USD",213600,"US",0,"US","M"
2023,"SE","FT","Data Scientist",160000,"USD",160000,"US",0,"US","M"
2024,"SE","FT","Data Manager",122116,"USD",122116,"CA",0,"CA","M"
2023,"MI","FT","Data Analyst",62000,"USD",62000,"US",0,"US","M"
2022,"SE","FT","Data Analyst",90320,"USD",90320,"US",100,"US","M"
2024,"SE","FT","Data Developer",71000,"USD",71000,"CA",0,"CA","M"
2024,"SE","FT","Machine Learning Engineer",245700,"USD",245700,"US",0,"US","M"
2022,"EN","FT","Data Manager",45600,"USD",45600,"US",100,"US","M"
2023,"SE","FT","Data Scientist",164000,"USD",164000,"US",0,"US","M"
2024,"SE","FT","Data Analyst",150000,"USD",150000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",119500,"USD",119500,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",224880,"USD",224880,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",120000,"USD",120000,"US",100,"US","M"
2023,"MI","FT","Data Engineer",69000,"USD",69000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Scientist",220000,"USD",220000,"US",0,"US","M"
2024,"EN","FT","Data Scientist",58000,"USD",58000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",150000,"USD",150000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",172200,"USD",172200,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",90000,"USD",90000,"US",0,"US","M"
2023,"EX","FT","NLP Engineer",150000,"USD",150000,"US",0,"US","M"
2021,"MI","FT","Data Engineer",250000,"TRY",28016,"TR",100,"TR","M"
2023,"SE","FT","Machine Learning Engineer",142200,"USD",142200,"US",0,"US","M"
2023,"EN","FT","ML Engineer",220000,"USD",220000,"US",0,"US","M"
2024,"MI","FT","Data Science Practitioner",145100,"USD",145100,"US",0,"US","M"
2024,"MI","FT","Applied Scientist",222200,"USD",222200,"US",0,"US","L"
2024,"MI","FT","Data Science Manager",140000,"USD",140000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",111000,"USD",111000,"US",100,"US","M"
2024,"MI","FT","Data Engineer",193412,"USD",193412,"CA",0,"CA","M"
2024,"SE","FT","Data Engineer",55000,"GBP",68750,"GB",0,"GB","M"
2023,"SE","FT","Machine Learning Engineer",324000,"USD",324000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",190000,"USD",190000,"US",100,"US","M"
2024,"EN","FT","Data Analyst",133000,"USD",133000,"US",0,"US","M"
2023,"EN","FT","Data Engineer",48000,"USD",48000,"US",100,"US","M"
2023,"SE","FT","AI Engineer",223000,"USD",223000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",135000,"USD",135000,"US",100,"US","M"
2023,"EN","FT","Research Scientist",167200,"USD",167200,"US",0,"US","M"
2023,"SE","FT","Data Engineer",104650,"USD",104650,"US",0,"US","M"
2023,"SE","FT","Data Engineer",174350,"USD",174350,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",299000,"USD",299000,"US",0,"US","M"
2022,"SE","FT","Data Engineer",84958,"GBP",104611,"GB",100,"GB","M"
2023,"SE","FT","Business Intelligence Engineer",156400,"USD",156400,"US",0,"US","M"
2024,"MI","FT","Data Analyst",120000,"USD",120000,"US",100,"US","M"
2022,"SE","FT","Machine Learning Engineer",210000,"USD",210000,"US",100,"US","M"
2022,"EN","FT","Machine Learning Engineer",140250,"USD",140250,"US",0,"US","M"
2023,"SE","FT","BI Developer",110000,"USD",110000,"US",100,"US","M"
2023,"MI","FT","Data Science Consultant",90000,"USD",90000,"US",0,"US","M"
2023,"SE","FT","Business Intelligence Engineer",205000,"USD",205000,"US",0,"US","M"
2024,"SE","FT","Data Analyst",62300,"USD",62300,"US",0,"US","M"
2023,"MI","FT","Data Manager",73500,"USD",73500,"US",0,"US","M"
2024,"MI","FT","Machine Learning Engineer",175000,"USD",175000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",190000,"USD",190000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",145000,"USD",145000,"US",0,"US","M"
2023,"EN","FT","Business Intelligence Analyst",85000,"USD",85000,"US",0,"US","M"
2022,"MI","FT","Data Science Manager",159000,"USD",159000,"US",100,"US","M"
2023,"EN","FT","Data Engineer",35000,"GBP",43064,"GB",100,"GB","M"
2023,"SE","FT","Business Intelligence Engineer",104300,"USD",104300,"US",0,"US","L"
2024,"SE","FT","Prompt Engineer",177961,"USD",177961,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",144400,"USD",144400,"CA",0,"CA","M"
2023,"SE","FT","Data Engineer",133300,"USD",133300,"US",0,"US","M"
2024,"SE","FT","Data Scientist",720000,"USD",720000,"US",0,"US","M"
2023,"MI","FT","Research Engineer",85445,"USD",85445,"US",0,"US","M"
2024,"SE","FT","Data Engineer",190000,"USD",190000,"US",0,"US","M"
2022,"SE","FT","Applied Scientist",205000,"USD",205000,"US",100,"US","M"
2024,"SE","FT","Machine Learning Engineer",190000,"USD",190000,"US",100,"US","M"
2023,"MI","FT","Data Scientist",147400,"USD",147400,"US",0,"US","M"
2023,"SE","FT","Data Analyst",38000,"EUR",41027,"ES",0,"ES","M"
2023,"SE","FT","Data Engineer",145000,"USD",145000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",252000,"USD",252000,"US",0,"US","M"
2024,"MI","FT","Data Engineer",165000,"USD",165000,"US",100,"US","M"
2023,"MI","FT","Data Scientist",72360,"EUR",78125,"LV",0,"LV","M"
2024,"SE","FT","Data Analyst",173000,"USD",173000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",370000,"USD",370000,"US",0,"US","M"
2023,"SE","FT","ML Engineer",121200,"USD",121200,"DE",0,"DE","M"
2024,"MI","FT","Data Engineer",155000,"USD",155000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",206000,"USD",206000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",136000,"USD",136000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",192000,"USD",192000,"US",100,"US","M"
2023,"MI","FT","Data Analyst",40000,"GBP",49216,"GB",0,"GB","M"
2023,"SE","FT","Research Engineer",385000,"USD",385000,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",205218,"USD",205218,"US",0,"US","M"
2024,"MI","FT","Research Engineer",720000,"USD",720000,"US",0,"US","M"
2022,"SE","FT","Applied Scientist",142000,"USD",142000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",206000,"USD",206000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",150000,"USD",150000,"US",100,"US","M"
2023,"SE","FT","Applied Scientist",260000,"USD",260000,"US",0,"US","L"
2024,"SE","FT","Data Engineer",140000,"USD",140000,"US",100,"US","M"
2023,"SE","FT","Research Scientist",370000,"USD",370000,"US",0,"US","M"
2023,"SE","FT","Data Analytics Lead",84000,"USD",84000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",175000,"USD",175000,"US",0,"US","M"
2023,"EX","FT","Data Scientist",126500,"USD",126500,"US",100,"US","M"
2023,"MI","FT","Data Analyst",87500,"USD",87500,"US",100,"US","M"
2022,"SE","FT","Data Engineer",129300,"USD",129300,"US",0,"US","M"
2021,"MI","FT","Cloud Data Engineer",120000,"SGD",89294,"SG",50,"SG","L"
2024,"SE","FT","Machine Learning Engineer",283780,"USD",283780,"US",0,"US","M"
2023,"SE","FT","Data Analyst",130000,"USD",130000,"US",100,"US","M"
2023,"MI","FT","BI Developer",100000,"USD",100000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",130000,"USD",130000,"US",100,"US","M"
2023,"SE","FT","Data Visualization Analyst",110000,"USD",110000,"US",0,"US","M"
2022,"EN","PT","Data Scientist",100000,"USD",100000,"DZ",50,"DZ","M"
2023,"SE","FT","Data Analyst",130000,"USD",130000,"US",0,"US","M"
2023,"MI","FL","Business Data Analyst",36000,"USD",36000,"GH",0,"GH","S"
2023,"SE","FT","Data Engineer",122000,"USD",122000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",168800,"USD",168800,"US",100,"US","M"
2024,"MI","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L"
2023,"SE","FT","Data Analyst",125000,"USD",125000,"US",100,"US","M"
2023,"SE","FT","Data Science Consultant",94000,"USD",94000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",139400,"USD",139400,"US",0,"US","M"
2023,"MI","FT","Business Intelligence Engineer",79600,"USD",79600,"US",0,"US","L"
2022,"SE","FT","Machine Learning Engineer",142200,"USD",142200,"US",0,"US","M"
2023,"SE","FT","Data Engineer",90000,"USD",90000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",105000,"USD",105000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",100000,"USD",100000,"US",0,"US","M"
2022,"SE","FT","Lead Machine Learning Engineer",80000,"EUR",84053,"DE",0,"DE","M"
2023,"SE","FT","Data Scientist",100000,"USD",100000,"US",100,"US","M"
2024,"SE","FT","Data Engineer",165100,"USD",165100,"US",0,"US","M"
2024,"MI","FT","Business Intelligence Developer",76300,"USD",76300,"US",0,"US","M"
2023,"MI","FT","Data Scientist",137500,"USD",137500,"US",0,"US","M"
2024,"SE","FT","Data Scientist",189100,"USD",189100,"US",0,"US","M"
2024,"MI","FT","Data Analyst",105000,"USD",105000,"US",0,"US","M"
2024,"EN","FT","Business Intelligence Analyst",92000,"USD",92000,"AU",0,"AU","M"
2024,"MI","FT","BI Developer",34903,"GBP",43628,"GB",0,"GB","M"
2023,"MI","FT","Data Analyst",58500,"USD",58500,"US",0,"US","M"
2023,"SE","FT","Data Architect",135000,"USD",135000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",237000,"USD",237000,"US",100,"US","M"
2023,"MI","FT","Data Scientist",125000,"USD",125000,"US",0,"US","M"
2024,"MI","FT","Data Manager",83300,"USD",83300,"US",0,"US","M"
2022,"SE","FT","Data Engineer",166000,"USD",166000,"US",100,"US","M"
2023,"SE","FT","BI Analyst",87200,"USD",87200,"US",100,"US","M"
2023,"SE","FT","Data Engineer",120000,"USD",120000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",166600,"USD",166600,"US",0,"US","M"
2024,"EN","PT","Data Analyst",93000,"USD",93000,"US",0,"US","M"
2023,"EN","FT","Applied Scientist",130760,"USD",130760,"US",0,"US","L"
2023,"MI","FT","Data Analyst",85000,"USD",85000,"US",100,"US","M"
2023,"SE","FT","Data Science Practitioner",83900,"USD",83900,"US",0,"US","M"
2024,"SE","FT","Data Engineer",86000,"USD",86000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",204500,"USD",204500,"US",0,"US","M"
2023,"MI","FT","Data Engineer",127000,"USD",127000,"US",0,"US","M"
2023,"MI","FT","Machine Learning Software Engineer",627000,"ZAR",34482,"ZA",50,"ZA","L"
2024,"EN","FT","Data Science Analyst",70000,"USD",70000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",240000,"USD",240000,"FR",0,"FR","M"
2024,"EN","FT","BI Analyst",80000,"USD",80000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",55000,"GBP",67672,"GB",100,"GB","M"
2023,"MI","FT","Data Analyst",177000,"USD",177000,"US",0,"US","M"
2023,"SE","FT","Business Intelligence Engineer",225000,"USD",225000,"US",0,"US","M"
2023,"SE","FT","Data Architect",354200,"USD",354200,"US",100,"US","M"
2022,"MI","FT","Research Scientist",120000,"EUR",126080,"DE",0,"DE","S"
2022,"MI","FT","Data Scientist",100000,"USD",100000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",173200,"USD",173200,"US",0,"US","M"
2023,"MI","FT","Data Visualization Specialist",73100,"USD",73100,"US",0,"US","M"
2023,"MI","FT","Data Engineer",105000,"USD",105000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",145000,"USD",145000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",166000,"USD",166000,"US",0,"US","M"
2023,"SE","FT","Data Manager",130000,"USD",130000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",200000,"USD",200000,"US",100,"US","M"
2022,"MI","FT","Data Science Manager",158000,"USD",158000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",190027,"USD",190027,"US",0,"US","M"
2024,"SE","FT","Data Engineer",120715,"USD",120715,"US",0,"US","M"
2022,"SE","FT","Data Scientist",119300,"USD",119300,"US",0,"US","L"
2023,"MI","FT","Data Engineer",132000,"USD",132000,"US",100,"US","M"
2022,"SE","FT","Data Engineer",130000,"USD",130000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",160000,"USD",160000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",270250,"USD",270250,"US",0,"US","M"
2023,"SE","FT","Data Analyst",80000,"USD",80000,"US",0,"US","M"
2024,"SE","FT","Data Architect",125000,"USD",125000,"US",100,"US","M"
2024,"SE","FT","Data Scientist",165000,"USD",165000,"CA",0,"CA","M"
2022,"SE","FT","Applied Scientist",184000,"USD",184000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",158400,"USD",158400,"US",0,"US","M"
2023,"MI","FT","Data Scientist",90000,"USD",90000,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",148594,"USD",148594,"US",0,"US","M"
2024,"EN","FT","Machine Learning Engineer",130400,"USD",130400,"US",0,"US","M"
2023,"SE","FT","Business Intelligence Engineer",116300,"USD",116300,"US",100,"US","M"
2024,"MI","FT","Data Developer",85000,"USD",85000,"US",100,"US","M"
2023,"SE","FT","Business Intelligence Developer",138000,"USD",138000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",100000,"USD",100000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",70000,"USD",70000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",190000,"USD",190000,"CA",0,"CA","M"
2023,"SE","FT","Machine Learning Engineer",300000,"USD",300000,"US",0,"US","M"
2023,"EN","FT","Data Analyst",25000,"EUR",26992,"GR",100,"GB","S"
2023,"EX","FT","Data Engineer",71908,"USD",71908,"US",100,"US","M"
2023,"SE","FT","Data Architect",250500,"USD",250500,"US",0,"US","M"
2023,"SE","FT","Data Engineer",225000,"USD",225000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Scientist",204500,"USD",204500,"CA",0,"CA","M"
2024,"SE","FT","Data Engineer",95000,"USD",95000,"US",0,"US","M"
2022,"SE","FT","Data Scientist",198200,"USD",198200,"US",100,"US","M"
2023,"MI","FT","Applied Scientist",222200,"USD",222200,"US",0,"US","L"
2024,"SE","FT","Machine Learning Engineer",324000,"USD",324000,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",260000,"USD",260000,"US",0,"US","L"
2023,"SE","FT","Data Analyst",132000,"USD",132000,"US",100,"US","M"
2023,"SE","FT","Applied Scientist",164000,"USD",164000,"US",100,"US","M"
2024,"SE","FT","Data Architect",81800,"USD",81800,"US",0,"US","M"
2023,"MI","FT","Business Intelligence Analyst",153800,"USD",153800,"US",100,"US","M"
2023,"MI","FT","Data Manager",73500,"USD",73500,"US",0,"US","M"
2023,"SE","FT","Data Architect",147000,"USD",147000,"US",0,"US","M"
2023,"EX","FT","Data Scientist",120000,"USD",120000,"US",100,"US","M"
2022,"EN","FT","Data Engineer",65000,"USD",65000,"US",100,"US","S"
2024,"SE","FT","Data Scientist",170000,"USD",170000,"US",100,"US","M"
2024,"SE","FT","Data Architect",166500,"CAD",128076,"CA",100,"CA","M"
2021,"EN","FT","Data Scientist",100000,"USD",100000,"US",100,"US","M"
2024,"MI","FT","Data Analyst",58000,"USD",58000,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",230000,"USD",230000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",181000,"USD",181000,"US",0,"US","M"
2023,"SE","FT","Data Science",230000,"USD",230000,"US",100,"US","M"
2023,"SE","FT","Data Specialist",72000,"USD",72000,"US",0,"US","M"
2022,"MI","FT","Data Scientist",72000,"EUR",75648,"DE",100,"DE","S"
2023,"SE","FT","Machine Learning Engineer",170000,"USD",170000,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",145000,"USD",145000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",120000,"USD",120000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",240000,"USD",240000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",128500,"USD",128500,"US",0,"US","M"
2024,"SE","FT","Data Analyst",107000,"USD",107000,"CA",0,"CA","M"
2022,"SE","FT","Data Scientist",128000,"USD",128000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",142200,"USD",142200,"US",0,"US","M"
2024,"MI","FT","Business Intelligence Developer",70650,"USD",70650,"US",0,"US","M"
2022,"SE","FT","Data Scientist",141525,"USD",141525,"US",100,"US","M"
2024,"MI","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L"
2023,"SE","FT","Data Analyst",106000,"USD",106000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",133000,"USD",133000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",105000,"USD",105000,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",153040,"USD",153040,"US",0,"US","M"
2023,"SE","FT","Data Engineer",120000,"USD",120000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",272400,"USD",272400,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",192000,"USD",192000,"US",100,"US","M"
2024,"MI","FT","MLOps Engineer",160000,"USD",160000,"US",0,"US","M"
2024,"MI","FT","Research Engineer",440000,"USD",440000,"US",0,"US","M"
2023,"EN","FT","Data Analyst",58400,"USD",58400,"US",0,"US","M"
2024,"MI","FT","Data Scientist",212800,"USD",212800,"US",0,"US","L"
2023,"SE","FT","Machine Learning Engineer",331640,"USD",331640,"US",0,"US","M"
2024,"MI","FT","Data Scientist",144200,"USD",144200,"US",100,"US","M"
2024,"MI","FT","Machine Learning Engineer",223100,"USD",223100,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",225000,"USD",225000,"US",0,"US","M"
2023,"MI","FT","Data Quality Analyst",65000,"USD",65000,"US",100,"US","M"
2023,"EX","FT","Data Engineer",194500,"USD",194500,"US",0,"US","M"
2022,"SE","FT","Data Engineer",160000,"USD",160000,"US",100,"US","M"
2023,"MI","FT","Data Scientist",189750,"USD",189750,"US",0,"US","M"
2024,"EN","FT","Data Analyst",83000,"USD",83000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",370000,"USD",370000,"US",0,"US","M"
2024,"MI","FT","Data Scientist",76300,"USD",76300,"US",0,"US","M"
2024,"SE","FT","Data Engineer",300000,"USD",300000,"US",0,"US","M"
2023,"EN","FT","Data Engineer",80000,"USD",80000,"US",0,"US","M"
2023,"SE","FT","Data Specialist",173100,"USD",173100,"US",0,"US","M"
2023,"SE","FT","Data Science Manager",299500,"USD",299500,"US",0,"US","M"
2024,"SE","FT","Data Architect",90000,"GBP",112500,"GB",0,"GB","M"
2023,"SE","FT","Applied Scientist",216000,"USD",216000,"US",100,"US","M"
2023,"EX","FT","Data Engineer",200000,"USD",200000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",172500,"USD",172500,"US",0,"US","M"
2023,"SE","FT","Data Analyst",128000,"USD",128000,"US",0,"US","M"
2023,"MI","FT","Data Quality Analyst",95000,"USD",95000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",70374,"USD",70374,"US",0,"US","M"
2023,"SE","FT","Data Scientist",60000,"EUR",64781,"ES",0,"ES","M"
2023,"SE","FT","Machine Learning Engineer",150000,"USD",150000,"US",100,"US","M"
2023,"MI","FT","Data Engineer",55000,"EUR",59382,"ES",100,"ES","M"
2023,"SE","FT","Data Scientist",156400,"USD",156400,"US",0,"US","M"
2022,"SE","FT","Lead Data Scientist",28500,"EUR",29944,"PT",50,"PT","S"
2024,"MI","FT","Cloud Database Engineer",189000,"USD",189000,"US",0,"US","M"
2023,"SE","FT","Data Manager",110400,"USD",110400,"US",0,"US","M"
2023,"SE","FT","Data Scientist",185900,"USD",185900,"US",0,"US","M"
2024,"SE","FT","Data Scientist",130000,"USD",130000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",81500,"USD",81500,"US",0,"US","M"
2023,"MI","FT","Data Analyst",49000,"USD",49000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",183500,"USD",183500,"US",100,"US","M"
2022,"EN","FT","Data Analyst",52000,"USD",52000,"CA",0,"CA","M"
2024,"EN","FT","Data Management Analyst",145000,"USD",145000,"US",0,"US","M"
2023,"MI","FT","Data Analytics Manager",177000,"USD",177000,"US",0,"US","M"
